Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,1933.41
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,2083.36
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,2099.02
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,2281.43
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,2358.51
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,2456.56
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2425.76
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,58.06
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,-36.18
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,10.84
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,253.41
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,239.3
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,190.38
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,57.55
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,185.96
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,517.11
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,525.47
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,332.16
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,509.04
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,617.28
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,557.66
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,761.04
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,670.81
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,798.2
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,798.06
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,713.53
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,842.67
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,666.9
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,945.94
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1015.32
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1090.18
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1054.05
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1065.02
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,995.03
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1044.83
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1267.65
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1325.53
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1191
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1252.33
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,1190.19
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,1430.85
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1413.04
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1573.54
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1324.5
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1575.75
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,1522.45
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1489.64
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,1698
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,1714.89
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,1584.07
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,1844.16
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,1858.56
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,1815.34
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,1895.71
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,1787.05
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,1909.14
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,1723.82
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,1848.75
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,2188.16
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2037.73
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,17.18
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,269.28
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,209.79
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,89.7
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,137.28
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,446.87
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,232.72
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,496.19
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,450.73
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,357.49
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,507.36
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,417.54
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,695.07
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,676.55
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,693.93
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,868.29
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,726.55
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,840.35
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1038.42
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,762.76
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,862.5
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,974.7
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,962.08
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,903.65
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1302.71
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1124.73
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1049.12
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1019.04
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1234.15
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1353.15
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,1287.07
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1498.3
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1540.61
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1329.07
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,1677.04
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,1609.88
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1726.84
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,1487.08
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,1774.81
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,1938.58
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,1863.96
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,2019.59
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,1971.39
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,2136.54
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,2089.36
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2137.8
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,3.23
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,210.23
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,59.38
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,387.95
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,314.05
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,366.57
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,383.05
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,442.28
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,556
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,690.53
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,848.61
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,988.85
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,1081.01
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,1123.95
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,1172.98
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,1131.08
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,1571.09
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,1291.99
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1427.73
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1573.44
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1790.38
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1736.83
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,2096.05
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,2068.48
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,2269.66
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,2172.56
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,2376.53
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,2522.39
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,2420.67
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,2710.73
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,2780.44
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,3055.15
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,2789.18
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,3048.22
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,3216.45
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,3364.57
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,3166.86
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,3326.33
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,3404.04
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,3436.5
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,3476.95
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,3600.31
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,3373.37
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,3764.69
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,3778.98
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,3814
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,4110.81
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,3908.51
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,4005.58
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,4314.93
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,4102.45
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,4200.52
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,4310.72
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,4479.37
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,65.27
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,23.03
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,115.32
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,204.9
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,243.42
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,63.27
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,497.16
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,442.4
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,547.39
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,523.19
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,650.43
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,607.31
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,584.57
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,860.88
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,761.82
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,769.57
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,623.84
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,859.3
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,883.85
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,847.17
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,961.95
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1145.99
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1095.95
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,951.58
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1093.81
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1144.75
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1214.3
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1175.83
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1327.86
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1323.84
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1663.75
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1606.61
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,1499.38
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,1578.16
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1498.39
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1824.41
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1883.84
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,1749.06
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,1875.02
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1829.47
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,1717.55
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1849.31
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,1942.97
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,1923.6
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,1986.46
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,2078.79
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,2131.38
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,2059.37
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,2115.53
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,2381.05
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,2111.98
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,2477.18
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,2539.73
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,2410.15
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,-53.67
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,27.33
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,263.33
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,208.26
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,80.77
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,44.93
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,203.45
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,348.69
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,276.99
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,413.14
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,586.96
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,506.45
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,451.56
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,668.81
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,519.47
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,618.18
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,650.24
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,570.79
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,771.8
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,764.86
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,780.52
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,987.42
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1099.46
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,784.95
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1034.65
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1070.18
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,974.54
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1127.99
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,926.79
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1230.21
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,962.07
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,1146.29
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1247.59
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1219.84
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1348.9
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,1606.94
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,1248.44
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1711.76
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,1547.11
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,1465
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,1829.95
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,1811.27
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,1751.18
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,1633.51
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,1741.3
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,1761.63
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,1842.21
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,1985.68
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,1959.99
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,2072.61
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,1997.74
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2066.59
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,200.59
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,36.69
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,-31.06
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,196.3
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,448.68
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,49.41
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,369.27
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,353.42
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,365.7
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,472.08
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,409.02
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,675.95
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,688.23
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,633.46
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,687.09
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,807.52
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,758.41
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,778.03
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,974.87
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,911.65
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,824.36
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1015.96
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,939.96
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,995.23
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1013.41
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1024.22
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1335.78
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1430.58
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1152.15
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1317.46
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1216.88
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1312.56
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,1577.88
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1450.2
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1632.55
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1622.03
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,1827.87
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,1485.46
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1795.23
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,1819.85
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1643.76
